par_cz,kid_race,par_pctile,shrunk_xkid_delinq90_02020,cz_name
26901,AIAN,50,.591225,Fergus Falls
26902,Pooled,-9,.2461272007912957,Little Falls
26902,Hispanic,25,.3772333333333334,Little Falls
26902,AIAN,25,.8158999999999998,Little Falls
26902,Hispanic,75,.3234,Little Falls
26902,Black,75,.32285,Little Falls
26902,AIAN,75,.2009,Little Falls
26902,White,25,.3002469465648855,Little Falls
26902,Pooled,75,.1695156043956044,Little Falls
26902,Asian,-9,.26955,Little Falls
26902,Pooled,25,.3088219424460432,Little Falls
26902,Hispanic,50,.3503166666666667,Little Falls
26902,Black,50,.411,Little Falls
26902,AIAN,50,.5084,Little Falls
26902,AIAN,-9,.5084,Little Falls
26902,Pooled,50,.2391687734208238,Little Falls
26902,White,-9,.2380897571277719,Little Falls
26902,Black,-9,.4109999999999999,Little Falls
26902,Asian,50,.26955,Little Falls
26902,Black,25,.49915,Little Falls
26902,White,75,.1610912529550827,Little Falls
26902,White,50,.2306690997599841,Little Falls
26902,Asian,75,.2151,Little Falls
26902,Hispanic,-9,.3503166666666667,Little Falls
26902,Asian,25,.324,Little Falls
27001,Hispanic,50,.3572,O'Neill
27001,White,-9,.2402228723404256,O'Neill
27001,White,25,.2739115537848606,O'Neill
27001,Hispanic,-9,.3572,O'Neill
27001,Hispanic,75,.1755,O'Neill
27001,Pooled,75,.1727518796992481,O'Neill
27001,White,75,.172576,O'Neill
27001,Pooled,50,.2274242023978866,O'Neill
27001,Pooled,-9,.2449974489795919,O'Neill
27001,White,50,.2232437768924303,O'Neill
27001,Hispanic,25,.5389,O'Neill
27001,Pooled,25,.2820965250965252,O'Neill
27002,Pooled,50,.2488426602564103,Ord
27002,White,25,.2571155737704918,Ord
27002,Hispanic,-9,.50315,Ord
27002,Pooled,75,.2228291666666667,Ord
27002,Hispanic,50,.50315,Ord
27002,Hispanic,25,.5454,Ord
27002,White,-9,.2336785714285714,Ord
27002,White,50,.2291509687034277,Ord
27002,Hispanic,75,.4609,Ord
27002,White,75,.2011863636363636,Ord
27002,Pooled,25,.2748561538461539,Ord
27002,Pooled,-9,.2527561946902655,Ord
27003,Pooled,25,.2993846153846154,Ainsworth
27003,White,75,.1538260869565217,Ainsworth
27003,White,-9,.2453870967741935,Ainsworth
27003,Pooled,75,.1538260869565217,Ainsworth
27003,White,25,.2993846153846154,Ainsworth
27003,Pooled,-9,.2453870967741935,Ainsworth
27003,White,50,.2266053511705685,Ainsworth
27003,Pooled,50,.2266053511705685,Ainsworth
27004,White,-9,.2505086614173229,Winner
27004,Pooled,75,.1784775510204082,Winner
27004,AIAN,75,.24515,Winner
27004,AIAN,25,.6314,Winner
27004,Pooled,25,.3200170212765958,Winner
27004,Pooled,50,.249247286148502,Winner
27004,AIAN,50,.438275,Winner
27004,White,75,.1654682926829268,Winner
27004,White,50,.2282597277368122,Winner
27004,AIAN,-9,.438275,Winner
27004,Pooled,-9,.2715174825174825,Winner
27004,White,25,.2910511627906977,Winner
27005,Asian,75,.3488,Yankton
27005,Black,75,.4696,Yankton
27005,Pooled,75,.1999658536585366,Yankton
27005,AIAN,25,.6898333333333333,Yankton
27005,Asian,-9,.3361500000000001,Yankton
27005,Hispanic,75,.2713,Yankton
27005,Black,50,.6109,Yankton
27005,Hispanic,-9,.40055,Yankton
27005,White,75,.1729119691119691,Yankton
27005,Pooled,25,.3044056939501779,Yankton
27005,Asian,25,.3235,Yankton
27005,Black,-9,.6109,Yankton
27005,Hispanic,50,.40055,Yankton
